v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v99,v100,v101,v102,v103,v104,v105,v106,v107,v115,v116,v117,v118,v120,v121,v122,v123,v125,v126,v127,v128,v129,v130,Alder,alderinterval,recodetalder
2,5,5,4,2,4,1,5,2,1,1,2,2,1,5,5,2,3,1,1,1,1,5,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,1,2,2,3,4,4,4,3,2,1,1,2,11,11,11,11,11,11,11,11,1,2,3,5,3,5,8,10,2,1978,5,2,11,6,1,2,5,1,1,1,14,1,11,37,1,3,11,10001,11,11,101,11,11,1001,1,1,8,5,1,4,1,8,2,101,4,12,24,2,1
1,5,5,5,4,1,1,5,4,2,1,1,1,1,1,2,5,1,1,1,1,1,5,1,1,1,3,4,1,5,4,6,4,5,12,3,2,4,4,4,2,2,3,1,2,3,3,4,4,1,2,1,2,1,1,1,1,7,1,1,1,7,1,1,5,5,3,8,7,9,1,1956,1,11,1,4,3,1,7,1,8,2,20,1,11,50,1,3,11,10001,7,8,1,11,1,40,3,1,5,3,3,4,1,1,1,1,9,13,46,4,3
4,2,2,3,4,1,1,5,2,3,1,2,2,1,5,5,2,2,1,1,2,1,8,1,2,1,3,2,5,8,2,2,2,7,2,3,2,3,4,4,6,4,4,5,2,3,3,4,4,2,2,2,1,1,1,1,7,7,1,1,7,7,1,1,2,4,5,5,2,8,2,1975,1,11,1,3,1,2,6,1,6,2,14,1,11,37,2,1,11,10001,4,7,1,11,3,42,3,1,6,5,5,2,1,6,1,6,4,8,27,2,2
2,2,2,3,3,2,1,3,1,1,1,1,1,1,4,5,1,2,1,2,4,4,1,3,1,1,3,3,1,5,1,1,1,8,3,1,3,7,3,3,2,2,1,5,5,2,2,4,4,2,3,2,1,2,11,11,11,11,11,11,11,11,1,2,4,5,1,7,5,10,1,1975,5,1,11,2,1,1,3,1,1,1,9,1,11,80,1,3,11,10001,3,4,1,11,3,37,1,1,8,6,3,5,1,8,2,101,6,10,27,2,2
2,3,2,1,1,3,3,1,1,1,1,3,2,1,3,5,1,2,3,2,2,1,3,1,3,1,3,1,1,1,1,1,1,28,0,1,5,4,1,4,6,1,1,7,7,7,7,7,7,2,8,2,2,1,3,3,3,3,1,1,1,1,3,2,1,2,2,10,10,10,1,1924,1,11,1,2,11,11,1,11,1,1,7,16,2,1001,11,11,11,10001,1,8,15,1,3,60,2,1,88,4,1,5,1,1,1,1,101,3,78,7,5
1,4,5,3,1,1,1,5,4,3,1,2,2,1,2,5,1,4,1,1,2,1,5,2,3,1,3,1,4,2,2,3,3,14,14,3,3,4,4,4,5,2,2,11,3,2,3,4,4,2,5,1,1,1,1,1,7,7,1,1,7,7,1,1,3,5,1,8,8,10,2,1975,1,11,1,3,1,2,6,1,7,2,15,1,11,38,8,3,11,10001,6,6,1,11,3,40,1,1,6,4,1,5,1,8,1,8,5,9,27,2,2
2,2,2,3,2,1,1,5,1,1,1,2,2,1,2,5,2,1,1,1,2,1,5,1,2,1,3,5,1,3,3,3,5,6,6,3,5,4,4,4,4,5,1,7,7,7,7,7,7,2,8,1,2,1,1,1,1,1,1,1,1,1,1,3,4,4,1,10,10,10,1,1939,1,11,1,2,1,1,5,1,8,2,19,13,1,40,2,3,11,10001,5,8,13,1,1,50,1,1,3,4,1,4,1,8,1,8,6,8,63,6,5
2,3,3,3,3,2,2,5,1,2,8,8,8,8,2,3,1,1,1,1,4,1,4,1,1,1,3,1,4,3,2,2,2,30,7,1,1,3,1,4,6,1,4,7,7,7,7,7,7,3,8,3,2,1,1,1,1,7,1,1,1,7,8,2,2,1,3,8,8,10,2,1959,1,11,1,5,3,1,5,1,7,2,16,16,1,40,2,1,11,10001,5,9,2,11,4,60,2,1,6,5,3,4,1,13,2,101,1,7,43,4,3
1,5,5,5,4,2,2,5,3,2,1,2,1,1,5,5,4,2,1,3,4,2,5,2,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,3,5,3,3,4,4,4,2,2,1,1,1,1,1,1,7,7,7,7,7,1,2,2,1,5,8,5,10,2,1961,3,2,11,4,4,1,7,1,7,2,16,1,11,37,2,3,11,10001,11,11,101,11,11,1001,3,6,5,5,4,2,1,3,2,101,6,6,41,4,3
1,5,5,5,2,1,1,5,2,2,1,1,1,1,3,5,4,2,1,1,4,2,5,1,1,1,3,2,4,3,3,6,2,10,8,3,2,3,4,4,3,3,2,3,2,3,3,4,4,2,4,2,1,1,1,1,7,7,1,1,7,7,1,1,5,5,5,7,6,8,2,1966,1,11,1,3,1,2,5,1,8,2,18,1,11,37,2,3,11,10001,3,3,10,1,3,37,1,1,7,5,4,2,1,1,2,101,7,11,36,3,2
1,4,4,5,4,1,1,5,2,2,1,1,1,1,2,5,2,2,1,1,1,2,5,2,5,1,4,2,5,8,3,3,2,5,5,3,2,7,4,4,4,2,2,4,2,2,2,4,4,2,3,1,1,2,11,11,11,11,11,11,11,11,1,2,4,5,1,10,7,8,2,1958,1,11,1,2,1,1,3,1,7,2,101,1,11,37,2,3,11,10001,2,5,1,11,1,37,1,1,8,5,1,5,1,1,1,1,4,7,44,4,3
4,4,4,3,4,2,3,4,3,3,1,2,2,1,3,3,3,4,5,2,3,1,5,1,2,1,3,1,3,2,3,1,1,25,20,3,3,1,4,4,5,4,2,4,2,3,4,4,3,2,3,3,2,1,1,3,2,1,1,1,1,1,1,3,2,2,3,9,5,9,2,1952,1,11,1,2,1,1,6,1,7,2,15,1,11,37,2,3,11,10001,6,7,1,11,3,40,1,1,5,4,3,4,1,8,1,8,5,10,50,5,4
2,5,5,4,3,1,1,5,2,1,1,2,2,1,5,8,11,4,3,1,2,1,5,1,4,1,3,5,2,3,3,3,3,15,15,3,5,4,3,1,3,2,1,3,1,4,4,4,4,8,2,1,2,1,1,1,1,7,2,2,2,7,1,8,2,5,8,10,5,10,1,1962,1,11,1,4,3,1,3,1,5,2,9,1,11,888,1,1,11,10001,4,1,1,11,11,1001,1,1,8,9,3,8,1,13,2,101,4,7,40,4,3
1,4,11,4,4,1,3,4,3,2,1,2,2,1,2,5,4,2,1,1,2,1,4,1,1,1,1,5,1,4,4,3,4,3,5,3,4,4,3,1,2,2,2,1,4,3,3,4,4,2,2,1,1,1,1,1,1,7,1,1,1,7,1,4,5,5,4,8,8,7,1,1962,1,11,1,4,3,1,5,1,8,2,16,1,11,37,2,3,11,10001,4,6,1,11,3,35,1,6,7,3,3,3,1,8,2,101,9,13,40,4,3
2,2,5,5,4,2,1,5,1,1,2,2,2,1,5,5,4,4,5,2,1,1,5,4,5,1,3,1,3,1,1,3,1,20,4,1,1,7,3,3,3,1,5,7,7,7,7,7,7,4,8,5,1,2,11,11,11,11,11,11,11,11,1,5,2,5,1,3,7,10,1,1920,1,11,1,2,1,1,2,1,8,2,101,15,1,37,2,1,11,10001,1,9,15,11,11,1001,11,11,5,5,3,3,1,6,1,6,2,3,82,8,5
1,3,5,2,1,1,1,3,1,1,11,11,11,11,3,3,1,1,1,2,1,2,3,1,2,1,3,1,4,1,2,1,3,25,14,2,8,1,4,4,6,3,11,7,7,7,7,7,7,3,8,3,1,1,1,2,2,1,1,1,1,1,8,2,2,3,2,9,6,9,2,1928,1,11,1,2,1,1,4,1,9,2,101,15,1,32,2,1,11,10001,7,9,15,1,1,70,2,1,6,4,3,3,1,5,1,5,3,7,74,7,5
4,3,1,3,5,1,2,2,1,3,1,3,2,1,2,5,5,3,1,1,3,3,5,3,1,1,3,4,1,8,5,4,3,3,6,3,4,7,3,2,2,5,1,1,4,4,4,4,4,3,2,2,2,2,11,11,11,11,11,11,11,11,1,3,5,4,1,9,9,9,1,1942,1,11,1,2,1,1,3,1,4,2,13,2,11,50,1,4,1,2,5,8,3,11,3,20,1,1,8,6,3,3,1,8,2,101,9,13,60,6,5
1,5,4,4,4,5,1,5,1,1,1,2,2,1,5,5,4,3,1,1,1,1,2,1,1,1,4,2,5,2,2,2,1,12,5,2,3,3,3,4,4,1,5,2,5,1,2,2,3,3,3,3,1,1,1,1,2,7,1,1,7,7,1,2,1,3,3,10,88,10,2,1968,5,1,11,5,5,2,4,1,5,2,101,1,11,37,2,1,11,10001,3,4,1,11,1,37,1,1,8,6,3,3,1,12,2,101,4,8,34,3,2
4,1,11,2,4,1,2,3,3,1,1,3,2,1,5,5,5,2,1,1,1,1,2,1,1,1,5,4,1,5,4,4,4,2,20,5,4,3,1,1,2,3,1,2,5,1,1,11,4,4,2,5,1,1,1,2,7,1,1,1,7,1,1,4,2,2,2,10,0,10,1,1947,3,1,11,2,1,1,2,1,8,3,12,2,11,60,1,4,1,7,4,8,7,11,11,1001,2,1,7,3,4,2,1,5,8,101,7,10,55,5,4
1,5,5,4,8,1,1,5,5,5,1,2,2,1,8,5,5,4,1,1,1,1,5,1,1,1,3,2,1,3,1,3,4,8,6,3,5,3,4,4,6,1,1,5,1,3,4,4,4,1,2,1,1,1,1,1,7,7,1,1,7,7,1,1,5,5,5,10,8,10,1,1963,1,11,1,3,1,2,3,1,4,2,14,1,11,37,2,3,11,10001,5,7,1,11,3,36,1,1,7,4,4,2,1,8,2,101,6,9,39,3,2
4,2,2,8,3,2,3,5,2,3,1,3,2,1,8,5,5,4,1,1,2,2,8,1,2,1,3,4,2,3,3,3,4,10,15,4,3,3,4,4,3,2,3,4,3,3,4,4,4,3,3,2,1,1,1,1,7,7,1,3,7,7,8,3,3,8,8,6,2,8,1,1962,1,11,1,6,3,3,5,1,6,2,17,1,11,36,2,3,11,10001,3,1,1,11,1,37,1,1,6,5,4,2,1,8,2,101,7,9,40,4,3
2,5,5,2,4,2,2,5,2,2,1,2,1,1,2,5,8,1,1,1,2,1,2,1,8,1,3,2,5,2,2,3,3,10,8,2,3,4,3,4,5,2,5,2,5,2,2,4,4,3,4,2,2,1,1,1,1,7,1,1,1,7,1,2,2,5,5,88,88,8,2,1962,1,11,1,5,3,2,6,1,6,2,16,1,11,37,2,1,11,10001,6,6,1,11,3,40,1,1,5,4,4,2,1,1,2,101,5,9,40,4,3
1,4,5,5,4,8,1,5,3,3,1,1,1,1,5,5,5,2,1,2,2,8,8,8,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,3,7,7,2,3,3,3,8,8,2,1,2,11,11,11,11,11,11,11,11,1,2,4,3,3,6,7,7,1,1982,5,2,11,2,1,1,4,2,1,3,13,12,1,5,2,3,11,10001,11,11,101,11,11,1001,3,6,7,5,2,4,1,8,2,101,1,5,20,2,1
1,1,1,2,5,1,1,5,1,1,1,1,1,1,5,5,1,1,1,1,5,1,4,1,1,1,3,5,1,8,3,3,3,14,16,3,4,3,3,4,3,2,4,2,4,1,1,4,3,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,5,2,10,88,10,1,1948,1,11,1,2,1,1,1,1,5,2,101,1,11,37,2,3,11,10001,4,4,1,11,3,37,1,1,7,5,3,4,1,1,1,1,6,8,54,5,4
1,8,5,5,2,2,4,5,4,4,1,2,1,1,5,5,2,1,1,1,4,1,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,5,1,7,7,7,7,7,7,3,8,2,1,2,11,11,11,11,11,11,11,11,1,2,4,5,2,8,7,8,2,1982,5,2,11,3,1,1,5,2,1,3,14,12,2,1001,11,11,11,10001,11,11,101,11,11,1001,1,1,5,3,4,2,1,8,1,8,2,88,20,2,1
1,5,5,2,4,1,1,4,4,4,1,2,2,1,1,5,1,3,2,1,1,1,8,1,4,1,2,2,4,3,4,3,3,7,7,4,4,1,4,4,6,1,1,7,7,7,7,7,7,4,8,1,2,1,1,1,1,1,1,1,1,1,2,2,11,5,1,10,10,10,2,1924,1,11,1,2,1,1,1,1,5,2,9,15,1,44,2,4,11,10001,6,9,17,1,3,1001,3,1,7,5,3,11,1,8,1,8,1,2,78,7,5
11,11,11,11,11,11,8,1,2,8,1,2,8,1,2,2,1,8,2,2,2,1,8,8,11,1,3,1,5,11,3,1,1,6,0,3,5,4,4,4,4,2,8,7,7,7,7,7,7,11,8,1,2,1,1,1,1,1,1,1,1,1,1,8,1,2,1,88,88,10,2,1928,1,11,1,2,1,1,1,1,9,2,11,15,1,888,2,3,11,10001,1,9,15,1,3,7,3,1,6,6,2,4,1,8,2,101,101,101,74,7,5
1,5,4,5,4,4,1,5,1,1,1,2,2,1,5,5,5,1,1,2,4,1,5,1,1,1,3,1,8,6,3,1,1,15,2,1,1,1,1,4,5,1,5,5,2,3,4,4,3,5,1,6,1,1,2,2,7,7,1,1,7,7,1,5,2,5,5,6,3,9,2,1967,5,1,11,5,2,3,5,1,5,1,13,1,11,32,2,3,11,10001,3,4,1,11,3,55,1,1,8,5,3,4,2,101,2,101,4,10,35,3,2
1,3,3,2,2,1,1,5,1,1,2,2,1,1,1,1,1,2,1,1,1,1,5,1,3,1,3,1,5,2,3,1,1,7,0,1,4,4,2,4,4,3,1,4,1,3,3,4,4,2,2,2,2,2,11,11,11,11,11,11,11,11,1,1,1,1,1,10,0,8,2,1946,1,11,1,3,1,1,3,1,1,1,10,1,11,37,2,1,11,10001,6,8,1,11,3,45,1,1,8,7,4,2,1,6,2,101,3,7,56,5,4
1,5,5,5,8,1,1,5,5,5,1,1,1,1,5,5,5,1,1,1,2,1,5,1,1,1,4,4,2,3,3,4,4,3,5,3,3,4,4,2,4,3,1,5,1,4,4,4,4,2,3,2,1,1,7,1,7,7,7,1,7,7,1,2,3,5,5,2,0,8,1,1969,5,1,11,3,1,2,4,1,3,1,11,1,11,37,2,3,11,10001,4,6,1,11,1,32,1,6,7,8,4,8,1,6,2,101,4,7,33,3,2
1,1,4,5,5,1,1,5,4,8,1,2,2,1,3,5,2,2,1,1,2,1,3,1,4,1,3,2,5,2,3,4,1,8,8,2,5,4,3,1,3,4,2,2,2,3,3,4,4,3,2,2,2,1,1,2,1,1,1,1,1,1,1,2,5,3,4,88,88,10,2,1945,1,11,1,2,1,1,7,1,6,2,16,1,11,37,2,3,11,10001,7,7,13,1,3,37,1,1,7,5,3,3,1,3,2,101,6,8,57,5,4
4,4,4,3,2,2,2,3,3,3,1,3,2,2,3,5,2,1,1,1,1,1,3,4,3,1,3,2,5,3,3,2,2,88,88,3,5,3,4,4,6,4,2,5,1,4,4,4,4,2,2,1,2,1,1,3,3,2,1,1,1,1,1,3,2,5,3,0,0,8,2,1946,1,11,1,2,1,1,1,1,1,1,7,3,11,24,2,3,11,10001,1,1,1,11,3,38,3,1,7,1,4,8,1,1,2,101,101,101,56,5,4
1,5,5,5,5,2,2,5,8,2,1,1,1,1,8,5,1,2,8,3,3,1,5,1,2,1,3,2,4,3,4,3,3,101,101,3,5,4,4,4,4,4,1,1,3,4,4,4,4,1,2,1,2,1,1,1,1,1,1,1,1,1,1,3,5,3,3,10,10,10,2,1944,1,11,1,2,1,1,4,1,8,2,15,1,11,40,2,1,11,10001,5,8,1,11,1,40,1,1,3,4,3,2,1,7,2,101,6,9,58,5,4
1,2,5,3,1,1,4,3,1,2,8,3,2,1,5,5,1,1,1,1,2,1,5,1,5,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,1,7,7,7,7,7,7,4,8,3,2,2,11,11,11,11,11,11,11,11,1,5,1,2,1,7,0,8,1,1951,5,2,11,1,1,1,1,1,5,1,7,14,1,60,1,3,11,10001,11,11,101,11,11,1001,2,1,5,10,5,3,1,1,2,101,2,2,51,5,4
1,5,5,4,2,1,1,5,1,2,1,2,2,1,5,5,2,2,1,1,1,1,5,1,2,1,3,1,5,11,3,4,1,8,8,3,4,1,3,1,2,2,2,2,5,1,3,4,4,3,3,3,1,1,1,2,1,1,1,1,1,3,1,2,4,5,2,8,4,8,2,1946,1,11,1,2,1,1,5,1,7,2,15,1,11,55,2,1,11,10001,7,7,13,1,3,45,1,1,6,5,3,4,1,3,2,101,6,7,56,5,4
4,2,1,4,4,1,4,5,2,2,1,3,2,2,8,5,2,5,1,1,1,2,5,2,4,1,3,5,1,3,4,2,4,6,12,4,3,4,2,4,2,1,5,1,5,1,1,4,4,4,3,4,2,1,1,1,1,1,1,3,2,2,2,2,2,5,5,7,5,8,1,1948,1,11,1,2,1,1,4,1,2,2,15,1,11,50,1,3,11,10001,3,2,6,11,3,20,1,1,7,4,3,4,1,1,2,101,7,9,54,5,4
8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,1,3,2,1,2,8,5,8,5,1,3,2,5,3,3,2,2,20,5,3,4,7,4,4,5,5,2,7,7,7,7,7,7,2,8,2,8,2,11,11,11,11,11,11,11,11,8,8,8,5,8,5,5,9,2,1934,1,11,1,2,1,1,4,1,6,1,10,15,1,20,2,3,11,10001,1,5,15,1,1,40,2,1,5,6,3,4,1,8,2,101,1,5,68,6,5
1,2,4,5,2,1,1,5,1,2,1,2,2,1,5,5,4,4,1,1,2,1,5,2,3,1,3,5,2,4,5,6,5,88,88,5,5,3,2,4,2,8,1,4,4,4,2,8,4,3,1,1,2,1,1,1,1,1,1,2,2,2,8,8,5,2,3,6,7,8,1,1941,1,11,1,2,1,1,6,1,7,2,88,2,11,60,1,4,1,140,5,4,8,11,3,888,1,1,5,2,3,2,1,3,2,101,9,88,61,6,5
1,5,4,4,5,1,1,5,2,2,1,2,2,1,3,5,5,1,1,1,2,1,5,1,4,1,3,3,5,6,2,2,3,5,5,3,4,3,3,4,5,4,3,4,2,3,3,4,4,3,1,3,1,1,1,2,2,1,1,2,2,1,1,2,5,4,3,10,5,5,2,1949,1,11,1,2,1,1,3,1,9,2,13,2,11,45,2,4,2,10001,1,4,2,11,4,50,2,1,7,5,4,2,1,6,2,101,6,12,53,5,4
1,11,11,4,1,1,1,4,1,1,1,3,2,1,4,4,1,1,2,1,1,1,1,1,1,1,3,1,4,8,1,1,1,20,0,3,4,4,4,4,5,3,2,7,7,7,7,7,7,3,8,3,2,1,1,2,2,2,1,1,1,1,1,3,2,3,3,5,8,10,2,1947,1,11,1,2,1,1,3,1,1,2,101,14,1,37,2,1,11,10001,3,2,1,11,11,1001,2,1,88,5,4,2,1,3,2,101,1,5,55,5,4
2,3,2,4,5,2,1,3,2,3,1,2,2,1,2,4,2,2,2,2,3,1,4,3,4,1,3,4,1,5,4,6,4,3,5,4,3,2,2,1,3,3,4,1,4,1,2,3,3,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,5,2,8,5,8,1,1950,1,11,1,2,1,1,5,1,8,2,20,1,11,42,1,2,11,10001,5,8,1,11,1,40,1,1,6,3,4,2,1,2,2,101,8,11,52,5,4
1,4,2,5,8,1,1,5,2,2,1,2,2,1,3,3,2,2,1,1,1,1,3,1,2,1,4,1,4,2,1,1,1,7,1,1,2,1,3,4,5,1,5,1,5,2,1,4,3,4,5,3,1,1,1,1,1,7,1,1,1,7,1,2,8,5,3,7,7,8,2,1954,5,1,11,4,3,1,5,1,7,2,17,1,11,888,1,1,11,10001,7,11,2,11,4,57,1,1,5,5,4,2,1,88,8,101,6,9,48,4,3
4,2,2,4,2,4,4,5,3,4,1,3,2,1,5,5,5,5,1,1,2,2,5,1,4,1,3,5,2,5,5,5,5,0,21,3,3,4,4,4,1,4,2,1,4,3,2,4,4,3,4,2,1,1,1,1,1,7,1,3,3,7,1,4,4,5,5,5,3,9,1,1971,1,11,1,3,2,1,6,1,5,2,13,1,11,50,1,3,11,10001,4,4,16,1,3,37,3,1,7,4,5,2,1,8,2,101,5,5,31,3,2
1,4,4,2,2,1,3,4,3,3,1,3,2,1,3,5,2,4,1,1,1,1,3,1,3,1,2,1,4,1,2,1,1,4,1,3,4,3,2,2,6,2,3,2,2,1,3,4,4,4,2,4,2,1,1,3,2,2,1,1,1,1,1,2,2,2,3,10,6,6,2,1945,1,11,1,3,1,1,2,1,5,2,9,1,11,30,2,1,11,10001,4,9,2,11,4,50,1,1,7,3,5,8,1,6,2,101,3,7,57,5,4
1,4,4,2,1,3,4,5,1,2,1,2,2,2,4,5,4,2,1,2,3,2,4,1,1,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,11,11,7,7,7,7,7,7,3,8,3,1,1,2,11,2,11,1,11,11,11,8,3,2,4,3,88,3,10,2,10001,2,2,11,1,1,1,1,1,9,11,11,15,1,48,2,3,11,10001,11,11,101,11,11,1001,2,1,4,7,3,4,1,1,1,1,1,1,,11,6
4,3,2,3,3,1,3,5,3,3,1,2,2,1,3,3,3,3,1,2,2,1,3,3,3,1,3,3,4,3,5,3,4,4,10,4,5,4,3,4,3,2,3,2,4,3,2,4,4,5,4,3,2,1,1,1,1,7,1,1,1,7,1,2,3,3,2,10,10,10,2,1961,1,11,1,3,2,1,5,1,7,2,101,1,11,50,1,3,11,10001,3,2,2,11,4,40,2,1,5,5,5,11,1,8,1,8,5,9,41,4,3
2,4,2,3,2,2,4,5,4,4,8,2,2,8,5,5,5,2,1,2,4,1,4,3,3,1,3,1,5,1,1,2,2,16,8,2,4,4,4,4,5,2,2,2,4,3,4,4,4,2,2,2,1,1,1,3,3,7,1,1,1,7,8,5,5,4,5,8,2,8,2,1960,1,11,1,4,3,1,6,1,6,2,14,3,11,29,2,1,11,10001,7,8,1,11,3,70,1,1,6,3,3,4,1,8,2,101,4,13,42,4,3
3,3,3,3,3,1,1,5,2,2,1,2,1,1,8,5,1,3,1,1,1,1,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,1,7,7,7,7,7,7,3,8,4,2,2,11,11,11,11,11,11,11,11,1,4,5,5,3,5,5,10,1,1938,5,2,11,1,1,1,2,1,7,2,12,14,1,37,2,3,11,10001,11,11,101,11,11,1001,1,6,7,6,3,4,1,1,2,101,1,1,64,6,5
2,3,4,5,5,1,2,5,3,3,1,1,1,1,3,5,4,4,1,1,2,3,5,1,1,1,3,2,2,4,2,2,2,10,5,1,2,3,3,4,2,1,4,1,4,2,3,3,4,3,2,3,1,1,1,1,1,7,1,1,1,7,1,1,5,5,3,10,1,9,1,1960,5,1,11,3,2,1,5,1,7,2,18,1,11,45,1,3,11,10001,5,9,1,11,3,37,1,1,5,4,3,3,1,8,1,8,9,12,42,4,3
1,5,5,2,5,1,1,5,5,5,1,8,8,1,3,5,5,5,1,2,4,2,5,1,2,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,1,3,2,4,4,4,4,2,3,2,1,2,11,11,11,11,11,11,11,11,1,5,5,5,8,10,5,10,1,1981,5,2,11,4,1,1,4,2,4,3,13,9,11,37,2,3,11,10001,11,11,101,11,11,1001,1,1,6,1,3,4,1,8,2,101,2,2,21,2,1
2,2,2,2,1,1,2,1,2,1,1,3,2,1,1,5,1,2,1,1,1,1,2,1,5,1,3,5,1,4,4,4,5,2,30,4,4,4,4,4,4,4,1,8,1,4,4,4,4,2,2,2,1,1,1,1,1,1,7,7,2,2,1,8,8,3,1,0,0,10,1,1935,1,11,1,2,1,1,1,1,9,11,101,2,11,35,1,4,1,2,4,9,8,11,4,888,2,1,7,5,5,8,1,8,8,101,6,6,67,6,5
1,5,5,2,1,1,1,2,5,5,1,1,2,8,5,8,5,1,1,1,1,1,5,1,1,1,3,1,4,3,3,2,1,2,2,2,4,4,4,4,5,1,4,3,1,4,3,4,4,1,2,2,1,1,1,1,7,7,1,1,1,1,1,5,2,5,1,9,8,10,2,1970,1,11,1,4,1,3,4,1,5,2,11,1,11,31,1,1,11,10001,3,4,1,11,3,37,1,1,6,1,3,8,1,13,2,101,88,5,32,3,2
3,3,11,1,2,2,1,4,1,2,1,3,2,2,3,5,1,3,3,2,1,1,5,4,4,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,3,4,7,7,7,7,7,7,4,8,4,2,1,3,3,3,3,1,1,1,1,1,2,5,2,3,10,3,10,2,1923,2,2,11,1,1,1,5,1,9,2,13,15,1,54,1,3,11,10001,11,11,101,11,11,1001,3,1,7,5,3,4,1,8,2,101,2,2,79,7,5
11,11,11,11,11,11,2,5,8,8,1,3,2,1,8,8,1,5,4,4,8,1,8,1,1,1,3,1,4,2,1,2,1,88,88,11,8,4,1,3,6,1,2,7,7,7,7,7,7,3,8,3,2,1,1,3,2,2,1,1,1,1,8,8,8,5,8,88,88,10,2,1942,1,11,1,2,1,1,1,1,1,1,7,13,1,25,2,11,2,10001,1,7,1,11,3,37,1,1,5,101,3,4,1,88,1,101,1,7,60,6,5
1,5,5,5,1,1,1,5,1,1,8,8,8,8,2,5,4,1,1,1,2,1,5,1,1,1,3,1,4,3,1,3,3,88,88,3,4,3,3,4,4,4,2,4,8,4,4,4,4,2,2,3,1,1,1,3,2,7,1,1,2,7,8,3,5,2,4,10,10,10,2,1947,1,11,1,3,2,1,4,1,7,2,88,3,11,31,2,1,11,10001,5,2,2,11,4,40,1,6,8,2,4,2,1,1,1,5,88,88,55,5,4
1,3,5,5,1,1,1,5,1,1,1,1,1,1,2,5,1,1,1,2,2,1,4,1,2,1,4,3,2,3,3,3,4,11,12,2,4,4,4,4,4,2,2,3,1,4,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,10,10,10,1,1950,2,1,11,3,2,1,1,1,2,1,7,1,11,37,1,3,11,10001,3,6,1,11,3,37,1,1,5,3,3,4,1,1,1,1,4,7,52,5,4
2,5,5,5,8,1,3,5,8,8,1,3,2,2,3,5,1,4,1,1,1,8,5,1,11,1,4,1,4,8,3,5,3,7,7,4,3,7,4,4,5,3,3,3,3,2,3,4,4,3,2,2,1,2,11,11,11,11,11,11,11,11,1,8,3,5,5,8,5,8,2,1966,1,11,1,2,1,1,7,1,7,2,16,1,11,37,2,3,11,10001,5,8,1,11,3,40,1,1,6,5,3,4,1,8,2,101,6,11,36,3,2
4,3,2,1,2,1,1,4,1,1,1,2,2,1,4,5,5,2,1,1,3,8,3,1,8,2,11,11,11,11,11,11,11,101,101,11,11,11,11,11,11,2,5,7,7,7,7,7,7,1,8,3,1,2,11,11,11,11,11,11,11,11,1,8,2,4,3,8,6,10,2,1984,5,2,11,4,2,1,3,2,1,1,12,12,1,12,2,3,11,10001,11,11,101,11,11,1001,3,1,7,4,3,4,3,101,2,101,1,1,18,1,1
1,2,8,3,1,1,3,3,2,1,1,2,1,8,8,5,8,2,1,1,1,1,5,1,4,1,3,1,6,2,2,1,2,20,5,3,8,4,3,3,5,1,1,5,5,2,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,8,2,5,1,9,101,101,2,1949,1,11,1,2,1,1,1,1,9,2,30,3,11,29,2,3,11,10001,6,9,15,1,3,888,1,1,88,5,3,4,1,1,2,101,101,9,53,5,4
2,4,2,4,1,2,1,5,2,2,1,2,2,1,4,5,1,2,2,2,2,1,1,2,1,1,3,1,4,2,2,1,2,10,2,3,5,7,4,4,4,11,1,7,7,7,7,7,7,2,8,1,1,2,11,11,11,11,11,11,11,11,1,11,11,11,2,10,10,10,2,1939,1,11,1,2,1,1,2,1,9,2,13,13,1,32,2,1,11,10001,3,2,13,1,4,40,1,1,6,5,3,3,1,6,1,6,3,5,63,6,5
