s1_1,s1_2,s1_3,s1_4,s1_5,s1_6,s2,s2b,s3_1,s3_2,s4_1,s4_2,s4_3,s4_4,s5_1,s5_2,s5_3,s5_4,s6,s7_1,s7_2,s7_3,s7_4,s7_5,s8,s8b,s9,s10a,s10b,s11,s12,s13,s14,bvq_14,bvq_34a,s15a,s15b,s16a,s16b,d17,s18_1,s18_2,s18_3,s18_4,s18_5,s18_6,s19,s20_1,s20_2,s20_3,s20_4,s21,s22a,s22b,s23,s24,s25,s26,s27_1,s27_2,s27_3,s28a,s28b,s29,s30a,s30b,s31_1,s31_2,s32_1,s32_2,s32_3,s32_4,s32_5,s32_6,s32_7,s32_8,s33_1,s33_2,s33_3,s33_4,s34_1,s34_2,s34_3,s34_4,s34_5,s34_6,bvq_01,bvq_02_3,bvq_03,bvq_04_1,bvq_04_1_oth,bvq_04_2,bvq_04_2_oth,bvq_05_1,bvq_05_2,bvq_07,bvq_08,bvq_09,bvq_10,bvq_15_1,bvq_15_2,bvq_16,bvq_17,bvq_18,bvq_21,bvq_22,bvq_22_oth,bvq_23,bvq_24,bvq_25,bvq_26,bvq_26_oth,bvq_28,bvq_29,bvq_30,bvq_31,bvq_32,bvq_33,bvq_37,bvq_dk1_1,bvq_dk1_2,bvq_dk1_3,bvq_dk1_4,GI
1,8,5,5,8,5,3,3,1,1,5,5,5,1,1,1,1,1,4,3,3,3,3,3,1,12,3,3,1,2,2,2,2,1,1,4,20,25,25,4,5,3,4,4,3,3,4,3,3,3,3,1,1,2,2,2,4,3,3,3,3,3,4,3,,1,,2,5,2,1,2,1,5,8,5,3,8,,8,5,5,5,5,5,5,1,1959,14,6,,3,,1,,2,2,,1,11,1,,2,2,2,2,,8,5,1,1,,2,0,0,2,28000,28000,1,1,0,0,0,0.478294262175833
1,4,2,2,2,5,3,3,2,2,3,3,1,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,4,2,1,2,2,1,1,21,6,10,2,3,2,3,2,3,2,2,3,8,,,,2,1,7,1,4,4,3,3,3,3,3,4,3,2,,2,,3,1,1,2,1,2,1,3,8,8,8,8,5,5,5,5,5,5,2,1954,0,3,,1,,11,1,2,2,,1,11,1,,2,1,1,2,,6,6,7,,,2,,,2,8888888888,8888888888,3,1,0,0,0,1.3923923576166
4,1,1,8,4,5,3,4,1,1,2,5,5,1,1,1,1,1,0,3,3,3,3,3,1,36,8,4,8,4,2,2,2,3,6,2,0,,,,,,,,,,,1,3,3,3,2,1,3,7,4,5,6,2,2,2,5,5,0,,1,,3,4,2,1,3,2,4,4,5,3,3,3,4,1,5,4,5,5,3,1,1986,16,4,,5,,1,,2,2,,1,,,,,,1,1,,8,3,1,13,,1,0,0,1,40000,,1,0,1,0,0,1.92328579860169
1,5,5,5,8,5,3,3,8,8,5,8,5,1,1,1,1,1,2,3,3,3,3,3,2,,3,4,3,1,1,2,2,1,1,20,0,14,0,4,2,1,2,2,6,3,3,,2,,,2,2,4,2,1,2,2,3,3,3,5,3,2,,1,,2,5,3,1,5,1,5,1,3,4,3,3,1,4,4,4,5,3,4,2,1972,17,4,,7,,2,,3,1,3,1,2,,40,4,,2,2,,6,3,1,11,,2,2,0,4,40000,80000,3,1,0,0,0,0.522786419354532
2,2,2,4,4,4,2,2,2,2,1,4,5,1,2,2,1,1,2,3,3,3,3,3,1,24,3,2,3,1,2,2,2,3,6,3,1,,,,,,,,,,,2,2,3,1,1,6,6,2,7,7,3,2,2,2,4,3,3,,1,,2,4,2,2,5,1,4,2,1,3,4,4,5,4,4,4,4,4,4,1,1977,20,8,Bachelor,5,,1,,1,2,,,,,,,,2,2,,8,6,1,13,,5,0,1,6,16000,8888888888,1,0,1,0,0,2.36404161202584
1,5,5,5,3,5,3,3,8,8,5,5,5,1,1,1,1,1,,3,3,3,3,3,1,,8,8,,2,2,2,2,1,1,5,0,7,0,4,3,3,8,3,3,3,3,3,8,8,8,2,8,8,8,3,3,3,3,3,3,4,3,3,3,,5,,5,1,1,4,1,5,5,5,5,5,4,5,3,5,5,5,5,4,2,1958,17,4,,6,,1,,1,2,,,11,1,,1,2,1,2,,8,4,1,12,,2,0,0,2,40000,8888888888,1,1,0,0,0,0.481587804203597
1,5,5,3,3,5,3,3,1,1,5,1,5,1,1,1,1,1,2,3,3,3,3,3,1,6,3,3,1,2,1,2,2,1,2,10,0,5,0,4,2,1,1,3,3,3,3,8,8,8,8,2,2,8,7,4,4,3,3,3,3,3,4,3,3,,4,,4,4,1,5,1,5,1,5,2,4,3,2,5,5,5,3,3,5,2,1958,2,3,,2,,9,1,2,2,,2,11,1,,1,2,1,2,,7,6,1,1,,2,0,0,2,12517,27000,3,1,0,0,0,0.700877428620546
8,5,8,8,4,5,3,8,8,8,3,3,2,1,8,8,8,8,4,8,8,2,4,3,1,36,8,4,3,1,8,8,8,1,1,15,12,15,8,4,1,3,2,4,3,4,3,1,1,1,1,2,8,8,2,88,3,5,3,3,3,3,4,1,4,,5,,5,4,2,5,8,5,5,5,8,3,1,4,2,4,3,5,1,3,2,1962,20,4,,5,,8,1,2,2,,1,1,,60,1,1,1,7,,88,4,1,12,,2,0,0,2,10000,8888888888,2,1,0,0,0,0.922982255746289
1,4,3,5,3,5,3,3,2,1,2,1,5,1,2,2,1,1,2,3,3,3,3,3,1,12,3,4,3,2,2,2,2,1,6,10,45,7,10,4,1,1,8,3,1,4,1,1,1,1,1,2,1,4,3,4,4,3,3,3,3,3,2,2,3,,4,,5,2,1,4,1,5,3,5,3,3,3,3,2,3,3,5,2,3,2,1984,18,4,,7,,1,,2,2,,1,1,,37,1,2,3,1,,7,4,1,12,,2,1,1,4,37000,74000,1,0,1,0,0,1.18398000335658
1,5,5,5,3,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,8,2,1,2,2,1,1,15,0,15,0,4,2,3,2,3,3,2,3,8,8,8,8,2,5,7,2,4,4,2,3,3,3,3,4,4,3,,5,,5,2,1,4,3,,4,5,4,3,4,4,4,5,3,5,3,4,2,1955,17,4,,6,,11,1,1,1,90,,11,1,,1,2,1,2,,7,4,1,6,,2,0,0,2,25000,32000,1,0,0,1,0,0.442167065901245
1,1,5,5,5,5,3,3,1,1,5,2,2,2,2,2,2,2,3,3,3,3,3,3,1,6,3,3,8,2,1,2,8,1,7,10,0,10,0,4,3,3,3,3,3,3,3,3,3,8,8,4,2,2,1,4,4,2,3,3,3,3,4,4,,1,,8,4,2,2,2,2,4,3,3,8,8,8,8,5,5,5,5,5,5,1,1971,13,2,,2,,1,,2,1,14,1,1,,37,1,2,1,2,,7,4,1,14,,2,0,0,2,8888888888,8888888888,4,1,0,0,0,0.802487339210674
2,4,4,3,2,5,3,3,1,1,3,3,3,1,4,4,1,1,2,3,3,3,3,3,1,12,2,3,1,1,2,2,2,1,1,9,60,9,45,4,1,2,3,5,3,4,3,2,2,8,8,2,2,6,3,3,3,2,3,3,3,3,4,1,,2,,3,2,5,1,1,4,3,2,3,1,1,1,1,4,5,1,4,2,3,2,1993,18,6,,6,,1,,2,2,,1,1,,37,1,2,1,2,,8,5,1,11,,2,0,1,3,35000,60000,5,0,1,0,0,1.18075284996588
1,5,5,4,2,5,3,3,1,1,5,2,5,1,2,2,1,1,3,3,3,3,3,3,2,,3,3,8,2,2,2,2,1,6,2,0,2,0,4,3,3,3,3,3,3,3,3,8,8,8,2,4,6,2,2,3,2,3,3,3,5,2,0,3,,2,,5,4,1,2,1,5,5,4,5,4,4,5,4,5,3,4,2,2,2,1998,3,8,Universitetsutdannelse,5,,8,1,2,2,,1,1,,38,2,2,1,1,,8,6,3,,,2,0,0,2,13000,56000,3,1,0,0,0,2.17716421977068
1,5,5,4,3,5,3,3,2,1,4,2,2,1,2,2,1,1,2,3,3,3,3,3,1,12,3,4,8,2,2,4,2,88,7,8,0,,,,,,,,,,,2,3,3,3,2,2,5,5,1,4,2,3,3,3,2,3,0,3,,4,,4,4,1,4,1,5,4,3,2,2,3,3,5,5,3,4,4,5,2,2000,14,4,,1,,8,1,2,2,,1,,,,,,3,2,,8,4,1,3,,2,0,0,2,7000,8888888888,1,0,1,0,0,1.36253501680248
2,3,4,5,3,5,3,3,1,1,3,3,5,1,1,1,1,1,2,3,3,3,3,3,1,9,8,4,3,4,1,4,2,1,6,4,50,2,50,3,1,1,2,1,6,2,1,2,2,3,3,2,1,7,1,1,2,3,3,3,3,4,3,2,3,,3,,3,3,1,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,2,1991,7,4,,4,,1,,2,2,,1,1,,37,2,1,1,2,,8,5,1,11,,2,0,2,4,43000,93000,3,0,1,0,0,1.18398000335658
1,5,5,8,8,5,3,3,8,8,3,5,5,1,1,1,1,1,2,3,3,3,3,3,1,6,3,4,3,4,1,2,1,1,1,8,2,10,2,3,3,3,2,4,3,3,3,2,2,8,8,2,3,5,7,1,1,4,3,3,3,3,3,2,,1,,8,3,3,3,3,3,3,3,3,8,8,8,8,5,5,4,4,4,4,2,1965,16,5,,6,,1,,2,2,,2,9,1,,2,2,1,2,,88,4,1,1,,2,0,0,2,8888888888,8888888888,3,0,0,1,0,0.671243832102472
1,5,4,4,4,4,3,1,2,2,3,3,2,2,3,3,3,3,2,5,2,2,3,3,1,12,3,2,6,1,1,2,2,1,1,14,0,16,0,3,1,1,8,3,3,1,3,8,,,,2,8,7,1,7,4,4,4,5,8,5,3,2,,1,,2,2,2,2,2,2,8,2,3,1,2,3,3,8,5,3,5,4,3,2,1945,12,3,,11,"Handelsskole, universitet",11,1,1,2,,,11,1,,1,1,2,2,,6,3,1,11,,2,0,0,2,8888888888,8888888888,1,1,0,0,0,0.617655317409212
1,5,4,5,1,5,3,3,3,2,2,2,3,2,1,1,1,2,3,3,3,3,3,3,1,12,2,2,3,2,2,2,2,3,5,5,2,,,,,,,,,,,8,8,8,8,2,8,6,3,88,4,3,3,3,3,2,4,3,3,,5,,4,3,1,4,1,2,1,3,3,4,3,2,5,5,3,4,8,3,1,1958,4,3,,3,,9,1,2,2,,2,,,,,,1,1,,8,8,1,14,blankt,3,0,0,3,9600,8888888888,5,0,1,0,0,0.77514136164161
1,4,5,4,4,3,3,3,2,1,4,1,2,1,1,1,1,1,3,4,2,3,3,3,1,6,3,2,8,2,1,2,8,3,5,7,0,,,,,,,,,,,8,8,8,8,3,1,8,8,4,4,3,3,3,3,4,3,2,3,,4,,4,2,1,4,1,4,2,5,4,3,3,3,4,5,4,5,3,4,1,1949,19,8,Cand.Merc. + Masters [ ] Economy - USA,7,,11,1,2,1,10,1,,,,,,3,2,,6,5,1,1,,1,0,0,1,220000,,2,1,0,0,0,0.552233472008507
1,5,5,5,1,5,3,3,1,,4,2,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,3,1,2,1,2,2,1,1,14,2,18,4,3,4,4,4,1,4,4,5,8,8,8,8,2,1,3,5,2,4,1,3,3,3,2,4,4,,1,,5,2,1,1,2,2,2,2,2,1,3,3,3,5,5,4,4,1,4,1,1947,15,3,,3,,11,1,2,1,23,1,11,1,,1,2,2,2,,5,7,1,11,,2,0,0,2,15847,31200,4,0,0,1,0,0.986900505058563
1,5,5,5,1,5,3,3,1,1,5,3,5,5,1,1,1,1,0,3,3,3,3,3,,,3,8,1,4,1,8,8,1,1,7,0,7,7,3,3,3,3,3,3,3,3,2,3,8,8,2,2,1,2,4,4,1,3,3,3,3,4,2,,1,,5,4,3,1,4,1,5,5,5,4,4,4,4,4,4,4,5,4,4,2,,10,4,,6,,1,,2,1,,1,1,,30,2,2,1,1,,8,6,1,2,,3,,,3,8888888888,8888888888,1,0,1,0,0,1.1242313921803
2,5,4,5,4,5,3,3,2,,5,4,5,1,2,2,2,2,,3,3,3,3,3,1,,,4,3,1,1,2,2,3,6,15,0,,,,,,,,,,,,,,,2,3,6,4,1,,3,3,3,3,2,4,1,3,,4,,5,3,1,2,3,4,5,5,3,2,5,5,5,5,3,5,5,5,2,1955,18,4,,6,,9,1,1,2,,,,,,,,1,2,,5,6,1,2,,1,0,0,1,19886,,2,1,0,0,0,0.588056267048729
1,5,5,5,1,5,3,3,1,1,5,5,5,1,1,1,1,1,0,8,8,8,8,8,2,,8,8,8,8,8,8,8,1,7,20,,,,,8,8,8,8,8,8,,,,,,8,8,8,8,88,8,8,,,,8,8,,,,8,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,Selvstændig,,,,,,8,14,1,,,99,7,7,,99,99,7,,,,,,,8888888888,8888888888,7,0,0,0,1,0.246792221078518
1,5,5,5,3,5,3,3,1,1,5,5,5,1,1,1,1,1,3,3,3,3,3,3,1,12,3,4,8,2,2,2,2,1,1,15,7,7,7,4,1,1,3,1,3,3,3,3,3,3,3,2,5,5,3,4,4,3,3,3,3,5,3,3,,1,,5,5,2,1,5,1,5,5,5,5,5,4,5,3,4,4,5,3,3,2,1975,20,4,,7,,1,,2,2,,2,1,,40,2,1,2,2,,5,4,1,1,,2,3,0,5,31000,100000,1,0,1,0,0,0.653756034461114
1,5,5,4,5,5,3,3,1,1,4,3,5,1,2,2,2,2,2,3,3,3,3,3,2,,3,3,1,2,2,2,2,1,1,5,3,3,2,3,4,3,3,3,4,2,3,3,3,8,8,2,5,7,6,4,3,2,3,3,3,8,3,3,2,,2,,2,4,1,2,1,2,1,2,2,2,2,3,3,4,2,5,5,4,1,1966,16,7,,6,,1,,2,2,,2,1,,37,2,2,1,2,,8,3,1,11,,2,1,0,3,70000,110000,2,1,0,0,0,0.802487339210674
5,2,2,3,4,4,3,3,3,2,5,5,4,5,5,5,3,3,4,4,2,3,3,3,2,,2,2,3,2,2,2,2,1,1,15,5,10,5,3,1,3,3,1,2,1,3,3,3,8,8,2,7,7,7,8,4,2,3,3,3,2,4,4,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,5,5,5,3,3,2,1,5,3,3,1,2,2,2,2,2,3,3,3,3,3,1,12,3,2,2,2,1,2,2,3,4,2,0,,,,,,,,,,,8,8,8,8,2,1,4,1,1,1,4,3,3,3,3,3,4,,1,,8,3,4,1,3,1,5,1,4,1,1,1,1,5,,4,5,5,5,2,1947,13,3,,11,Bankuddannelse,11,1,2,2,,1,,,,,,1,2,,5,6,1,2,,1,0,0,1,17000,,3,1,0,0,0,0.631823093800119
8,8,8,4,8,5,3,1,2,1,2,8,8,8,8,8,8,5,3,3,3,3,2,3,1,3,2,2,1,2,2,2,2,3,6,5,0,,,,,,,,,,,3,3,8,8,2,4,1,3,88,3,4,8,3,3,3,4,0,,1,,2,3,3,1,3,1,2,8,3,8,3,8,8,4,3,4,3,5,5,1,2002,3,3,,1,,5,,2,2,,8,,,,,,1,7,,8,6,1,2,,3,0,0,3,9000,8888888888,5,1,0,0,0,1.26220106271117
1,5,5,5,5,5,3,3,2,2,5,3,1,1,1,1,1,1,2,4,3,3,3,3,1,12,3,4,3,2,8,2,1,1,1,3,0,3,0,3,2,3,2,3,3,3,3,3,8,8,8,4,4,5,2,4,4,2,2,2,2,5,4,2,,1,,2,5,1,1,5,1,5,5,5,5,5,1,3,5,5,5,5,2,5,2,1958,15,5,,3,,2,,3,2,,1,1,,45,2,2,1,2,,6,5,1,3,,2,0,0,2,100000,190000,2,1,0,0,0,0.529234906105959
1,4,5,5,3,5,3,3,1,1,5,5,5,1,1,1,1,1,2,3,3,3,3,3,1,24,3,4,3,1,1,2,2,1,1,10,0,0,0,3,1,2,8,1,1,1,2,3,8,8,8,2,3,7,7,1,2,2,2,2,3,4,4,2,3,,3,,5,2,1,4,4,5,5,5,2,2,5,5,2,5,4,4,2,3,2,,6,4,,6,,4,,1,2,,,1,,37,2,2,1,2,,8,4,1,6,,2,0,2,4,19000,60000,3,0,1,0,0,1.25824393637764
3,3,5,3,4,5,3,3,2,1,3,3,4,3,3,3,3,3,2,3,3,3,3,3,1,12,3,2,6,2,8,2,8,3,4,20,37,,,,,,,,,,,2,3,8,3,2,3,3,2,2,4,3,2,1,4,3,2,2,,3,,3,2,1,2,3,2,3,3,3,3,4,3,3,5,5,5,5,5,5,2,1987,14,3,,3,,1,,1,1,3,,,,,,,2,1,,7,4,3,,,1,2,0,3,25000,,3,0,1,0,0,2.27596316810958
2,5,5,4,2,5,3,3,8,8,3,8,3,1,1,1,1,1,2,3,3,3,3,3,1,24,3,4,8,2,2,2,2,3,4,5,1,,,,,,,,,,,1,1,8,8,2,2,8,8,4,4,4,3,3,3,3,3,5,3,,5,,3,5,1,5,1,2,2,2,5,3,4,4,3,3,3,3,3,3,2,1962,15,8,ergoterapeutuddannelsen,6,,1,,1,2,,,,,,,,1,2,,8,7,2,,,1,0,0,1,37000,,4,1,0,0,0,0.273936126091592
1,5,5,5,2,5,3,3,2,1,4,3,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,4,3,8,1,2,2,1,1,7,3,6,3,4,5,3,4,2,3,1,2,3,3,3,3,2,2,4,4,2,3,3,3,3,3,3,3,2,,2,,3,2,4,1,3,2,5,1,3,2,1,2,2,3,5,1,4,3,3,1,1976,17,8,Kort videre gående,2,,14,1,2,2,,1,1,,32,1,2,1,2,,8,4,1,11,,2,2,0,4,8888888888,8888888888,2,0,1,0,0,1.19849532520136
1,5,5,5,5,5,3,3,1,1,2,3,5,1,1,1,2,2,3,3,3,3,3,3,1,6,2,4,8,2,1,2,2,3,6,3,15,,,,,,,,,,,2,2,8,3,1,4,5,8,4,4,2,3,3,3,2,3,3,,1,,8,3,3,1,4,1,5,2,4,2,3,2,1,3,5,2,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5,5,2,4,5,3,3,8,8,5,5,4,1,2,2,2,2,4,3,3,3,3,3,1,8,8,8,8,8,2,2,2,88,7,15,4,,,,,,,,,,,8,8,8,8,1,2,7,8,4,2,4,3,3,3,2,4,2,,1,,3,2,3,1,2,1,5,8,8,3,2,4,8,4,5,3,4,5,4,2,,17,7,,6,,11,1,1,2,,,,,,,,7,2,,88,4,1,3,,1,0,0,1,8888888888,,3,0,0,1,0,0.755398463961247
1,5,5,5,8,5,3,2,1,1,5,3,3,1,1,1,1,1,2,3,3,3,3,3,1,9,3,3,8,2,2,2,1,1,1,10,0,12,0,3,4,3,3,3,4,3,3,8,8,8,8,1,4,7,4,4,4,2,3,3,3,4,3,1,,2,,5,3,4,1,2,3,3,4,4,3,3,2,4,4,4,2,2,3,4,1,1979,19,4,,9,,1,,1,1,6,,1,,40,2,2,1,2,,5,4,1,11,,2,1,0,3,47000,120000,5,1,0,0,0,0.761969842382958
2,4,4,2,2,4,3,2,2,2,8,5,8,2,4,4,3,4,2,4,2,3,3,3,2,,2,2,2,2,1,1,1,1,1,5,0,15,0,3,5,3,3,3,5,5,3,8,8,8,8,3,8,8,1,4,1,3,3,3,3,4,3,2,2,,3,,1,1,1,1,2,5,1,3,3,3,3,3,5,5,3,3,5,5,1,1941,15,8,ingeniør,6,,11,1,1,1,5,,11,1,,1,1,1,2,,5,6,1,1,,2,0,0,2,50000,50000,4,1,0,0,0,0.446229995115414
1,2,3,3,3,5,3,3,2,1,5,1,5,1,1,1,1,1,2,3,3,3,3,3,1,12,3,3,1,2,2,2,2,1,1,3,5,1,2,3,1,3,3,4,3,4,3,2,3,2,2,2,3,4,2,5,3,2,3,3,3,3,1,2,2,,2,,2,1,1,2,1,3,3,3,3,3,4,3,5,5,5,5,3,5,2,1984,0,7,,6,,1,,2,2,,1,2,,40,4,,7,1,,6,4,1,1,,0,2,0,4,8888888888,,1,0,1,0,0,2.27596316810958
1,4,5,5,4,5,3,2,2,1,5,2,3,1,2,2,1,1,3,3,3,3,3,3,1,12,3,2,3,2,2,2,2,1,2,8,1,8,1,4,4,3,3,3,3,3,3,2,3,3,3,2,3,5,5,2,3,2,3,3,3,4,3,0,1,,2,,1,3,1,1,2,1,1,1,3,2,3,4,4,4,3,5,4,4,1,1994,17,6,,6,,8,1,1,2,,,1,,37,2,2,2,2,,8,4,1,1,,2,0,0,2,11000,40000,3,1,0,0,0,1.48169579091954
3,2,4,4,1,5,3,3,2,2,5,2,5,1,2,2,2,2,3,3,3,3,3,3,1,12,3,4,3,1,2,2,2,1,1,5,30,35,60,1,4,3,8,5,5,4,5,1,2,3,8,2,3,3,3,1,1,3,3,3,3,4,3,3,,2,,2,2,4,1,2,2,2,3,2,1,1,2,2,3,5,2,5,5,5,1,1980,21,4,,7,,2,,4,,7,1,12,1,,1,2,1,3,,7,2,1,14,,2,3,0,5,80000,80000,3,1,0,0,0,0.771554022672409
1,1,5,5,2,5,3,3,8,8,3,2,4,1,1,1,1,1,3,3,3,3,3,3,1,5,3,4,1,1,8,1,8,3,6,4,0,,,,,,,,,,,1,3,3,8,3,1,1,1,4,4,4,3,3,3,3,3,0,,1,,5,5,4,1,4,1,5,5,5,4,4,4,2,3,5,5,5,2,3,2,1994,20,4,,11,Musikkonservatoriet,8,1,3,2,,2,,,,,,1,2,,3,6,1,13,,1,0,0,1,8000,,1,1,0,0,0,1.33412773535411
1,5,5,4,3,5,3,3,1,1,5,5,4,1,1,1,1,1,,3,3,3,3,3,1,,8,8,8,2,2,2,8,1,2,,,,,4,1,3,8,3,3,2,3,3,8,8,8,2,1,5,3,1,1,2,3,3,3,5,2,0,3,,4,,3,2,2,4,3,2,2,8,8,8,8,8,4,4,3,4,4,4,2,1998,6,8,markedsføringsøkonom,6,,8,2,,,,,1,,37,2,99,1,2,,8,4,1,4,,2,0,0,2,8888888888,8888888888,2,1,0,0,0,1.36253501680248
5,1,1,8,4,1,4,1,,1,,,,1,8,8,8,8,3,5,1,4,2,5,1,36,1,1,2,4,2,4,2,1,1,0,0,21,5,5,5,4,5,5,5,5,5,3,3,3,3,8,1,1,7,4,1,3,3,3,3,4,3,5,3,,1,,2,3,2,3,3,3,1,2,8,1,1,1,5,5,3,2,1,5,1,1954,12,3,,3,,1,,2,2,,1,11,1,,1,2,2,2,,7,6,1,9,,2,0,0,2,30000,40000,5,1,0,0,0,0.482408697621073
1,5,5,3,3,5,3,3,1,1,4,4,5,1,1,1,2,2,2,3,3,3,3,3,1,12,2,2,1,1,1,2,2,3,6,8,100,,,,,,,,,,,2,2,3,2,2,2,2,3,2,4,3,3,3,3,2,4,2,3,,5,,3,3,2,8,2,5,2,3,3,3,3,3,4,5,3,4,3,4,2,1980,8,4,,6,,1,,2,2,,8,,,,,,2,2,,6,4,1,11,,1,2,0,3,41000,,4,0,1,0,0,1.06633216344529
2,4,4,5,3,5,3,3,1,1,3,2,5,1,2,2,1,1,2,3,3,3,3,3,1,12,3,3,8,2,1,2,2,1,1,10,8,15,5,3,5,3,3,4,2,4,4,8,8,8,8,1,5,5,6,2,2,2,3,3,3,5,2,2,,1,,3,3,3,1,2,2,3,3,5,2,2,2,2,4,4,4,3,3,3,1,1952,19,4,,7,,1,,4,,2,1,11,1,,1,2,1,2,,6,2,1,2,,2,0,0,2,65000,80000,2,1,0,0,0,0.52103734527944
2,2,5,3,3,5,3,4,2,2,2,3,3,1,1,1,1,1,2,3,3,3,3,3,1,1,3,4,8,4,2,2,2,3,6,1,9,,,,,,,,,,,1,1,3,3,4,1,8,4,4,5,4,8,8,8,8,3,2,3,,3,,2,2,1,4,1,3,5,3,4,4,4,4,5,5,5,5,5,5,2,1961,2,8,Pægago,10,,1,,2,2,,2,,,,,,1,2,,7,3,1,12,,0,0,0,0,8888888888,,2,0,1,0,0,0.246792221078518
1,2,2,2,1,2,3,2,2,2,5,1,2,1,1,1,2,2,2,4,3,3,3,3,1,12,2,2,3,2,1,2,8,1,1,25,15,0,0,3,1,2,2,2,1,1,3,8,8,8,8,2,8,7,8,1,1,4,3,3,3,1,5,4,3,,2,,8,2,1,8,8,8,8,8,8,8,8,8,5,5,8,5,5,8,2,1957,0,2,,,0,10,1,2,2,,8,11,1,,2,2,2,2,,88,99,2,,,3,0,0,3,8888888888,8888888888,3,1,0,0,0,1.39927372562379
3,2,2,4,4,5,3,2,8,1,4,3,3,8,8,8,8,8,2,8,8,8,8,8,1,9,3,2,8,2,8,8,8,1,1,12,5,12,6,3,1,3,3,3,3,3,2,2,2,3,3,3,8,8,8,88,8,8,8,8,8,8,8,2,2,,8,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,1978,8,5,,4,,1,,1,2,,,1,,37,2,2,3,7,,88,99,7,,,2,,0,4,8888888888,8888888888,7,0,1,0,0,1.48415636841969
1,5,8,4,2,5,3,3,8,8,5,,4,1,2,2,2,2,,3,3,3,3,3,1,,3,8,8,8,1,2,2,2,4,,,,,,2,2,8,6,2,6,,8,8,8,8,4,8,8,8,7,4,2,3,3,3,3,3,2,,4,,3,8,8,1,1,1,4,8,5,4,1,1,1,5,5,3,3,4,5,1,1965,17,3,,3,,1,,1,2,,,10,1,,1,99,2,2,,7,5,1,11,,2,0,0,3,28000,60000,4,1,0,0,0,1.10158620813476
8,5,8,5,5,2,3,2,2,2,2,1,2,2,1,1,4,4,2,3,3,3,3,3,1,12,8,2,2,2,1,8,2,1,1,15,0,10,0,1,1,3,1,3,3,3,2,8,8,8,8,1,1,1,5,1,4,3,2,1,3,3,2,2,,1,,8,2,2,1,2,1,2,8,5,3,4,8,8,5,5,5,5,2,4,2,1947,16,6,,11,dipl..ing tehnology,11,2,,,,,11,2,,,,1,1,,8,7,1,1,,0,0,0,2,8888888888,,4,1,0,0,0,0.786272813761008
1,5,5,5,1,5,3,3,1,1,4,5,4,1,2,2,1,1,2,3,3,3,3,3,1,12,2,3,3,2,1,2,2,1,1,5,2,7,2,2,5,3,3,4,3,5,3,8,8,8,8,2,1,5,1,3,2,1,3,3,3,4,4,2,,1,,5,5,1,1,4,3,5,4,5,5,3,3,5,5,5,3,5,5,2,1,1956,16,4,,3,,9,1,2,2,,1,11,1,,1,1,2,2,,7,5,1,2,,2,0,0,2,8888888888,8888888888,2,0,0,1,0,0.482408697621073
2,1,1,3,1,2,3,3,3,2,5,5,5,1,1,1,1,1,2,5,2,3,3,3,1,24,2,4,3,1,8,8,8,1,6,7,130,3,100,4,2,2,2,2,2,4,2,1,3,3,8,2,1,1,8,2,4,1,3,3,3,5,3,2,,3,,2,1,4,1,3,2,2,1,1,3,3,3,5,3,4,1,2,2,3,2,1985,7,4,,6,,1,,1,2,,,1,,40,2,2,1,2,,8,6,1,14,Blankt,2,2,0,4,200000,700000,4,0,1,0,0,1.18398000335658
1,5,5,8,8,5,3,3,1,1,5,5,8,1,3,3,1,3,2,3,3,3,3,3,1,6,3,3,8,2,2,2,2,1,1,4,1,4,1,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,8,4,4,1,3,3,3,5,3,0,3,,3,,2,3,1,8,2,5,8,3,1,1,1,1,3,5,1,3,3,3,1,1961,44,3,,3,,1,,2,2,,1,1,,32,1,2,1,2,,8,4,1,14,Vil ikke svare,0,0,0,2,8888888888,,2,0,0,1,0,0.802487339210674
2,2,2,2,2,5,3,2,,2,4,3,2,1,2,2,1,1,4,3,3,3,3,3,1,12,2,3,6,2,8,1,1,3,4,14,8,,,,,,,,,,,1,3,3,3,4,1,4,1,4,4,2,3,3,3,4,3,2,3,,4,,1,2,1,4,1,3,4,5,5,5,4,5,5,5,5,5,3,5,2,1970,17,8,Sosu asistent,4,,1,,1,2,,,,,,,,1,1,,8,4,1,1,,1,0,0,1,8888888888,,1,0,0,1,0,1.54286788276657
